id,text,label,source,platform_type,language,date_collected
UG_TRUE_233,"NRM’s Oketcho Wins Bugiri Municipality By-Election, Defeating Basalirwa.",TRUE,Nile Post,English,2026-02-07,
UG_TRUE_234,"Brig Joseph Ssemwanga Promoted, Appointed Deputy Commander Land Forces in UPDF.",TRUE,Nile Post,English,2026-02-07,
UG_TRUE_235,NRM Leaders Move to Heal Post-Election Divisions in Bunyangabu.,TRUE,Nile Post,English,2026-02-07,
UG_TRUE_236,Ball dramatically stopped in 12th to lose world title.,TRUE,Nile Post,English,2026-02-07,
UG_TRUE_237,Banks Urged to Embrace Modern Technology to Improve Service Delivery.,TRUE,Nile Post,English,2026-02-07,
UG_TRUE_238,Museveni Meets Opposition MPs.,TRUE,Nile Post,English,2026-02-07,
UG_TRUE_239,Unlocking the $3 Trillion Middle East Halal Market: How Uganda’s Tenfold Strategy Targets a $500 Billion Economy.,TRUE,Nile Post,English,2026-02-07,
UG_TRUE_240,"Batwa Run 2026 to Promote Skills Development, Inclusion in Kisoro.",TRUE,Nile Post,English,2026-02-07,
UG_TRUE_241,Odonga Otto Blasts State House Meeting as a ‘Coalition of Political Losers’.,TRUE,Nile Post,English,2026-02-07,
UG_TRUE_242,Questions Mount Over Delayed Operations at Kilembe Mines.,TRUE,Nile Post,English,2026-02-07,
UG_TRUE_243,"Museveni Urges Kigezi to Embrace Commercial Agriculture, Tourism and Manufacturing.",TRUE,Nile Post,English,2026-02-07,
UG_TRUE_244,Storm Erupts at Makerere Over Biometric Attendance Policy.,TRUE,Nile Post,English,2026-02-07,
UG_TRUE_245,Deputy UPDF Land Forces Commander Maj Gen Francis Takirwa Dies.,TRUE,Nile Post,English,2026-02-07,
UG_TRUE_248,Renowned TikToker Diana Skyz Laid to Rest in Namayumba.,TRUE,Nile Post,English,2026-02-07,
UG_TRUE_249,"Museveni Praises Security Forces, Unveils Major Infrastructure and Economic Plans at Tarehe Sita Celebrations.",TRUE,Nile Post,English,2026-02-07,
UG_TRUE_250,Amolatar: NRM District Official on the Run Over Misappropriation of Over Shs190M.,TRUE,Nile Post,English,2026-02-07,
UG_TRUE_251,"Col. Chris Magezi Highlights Growth, Discipline, and National Service At Tarehe Sita.",TRUE,Nile Post,English,2026-02-07,
UG_TRUE_252,"ULS Slams Chief Justice Zeija’s Social Media Warning, Says Judges Must Tolerate Public Criticism.",TRUE,Nile Post,English,2026-02-07,
UG_TRUE_253,Museveni Praises UPDF for Ensuring Peaceful Elections and National Stability.,TRUE,Nile Post,English,2026-02-07,
UG_TRUE_254,US Approves Nearly $6Bn to UNAIDS for Global HIV Fight.,TRUE,Nile Post,English,2026-02-07,
UG_TRUE_255,Independent Kanyesige Defeats NRM’s Ampaire in National Female Youth MP Election.,TRUE,Nile Post,English,2026-02-07,
UG_TRUE_256,UPDF Strengthens Regional Defence Ties as Muhoozi Hosts Allied Military Chiefs.,TRUE,Nile Post,English,2026-02-07,
UG_TRUE_257,18-Year-Old Senior Three Student Wins NUP Woman Parish Councillor Seat in Kassanda.,TRUE,Nile Post,English,2026-02-06,
UG_TRUE_258,Nyamunuka Town Council Welcomes New LC3 Chairperson-Elect in Jubilant Celebrations.,TRUE,Nile Post,English,2026-02-06,
UG_TRUE_259,Outrage After Trump Shares Video With Racist Clip Depicting Obamas as Apes.,TRUE,Nile Post,English,2026-02-06,
UG_TRUE_260,Nakyobe Orders Removal of Campaign Posters.,TRUE,Nile Post,English,2026-02-06,
UG_TRUE_261,NUP Vice-President Zedriga Remanded After Gulu Court Appearance.,TRUE,Nile Post,English,2026-02-06,
UG_TRUE_262,Let love not make you blind': Mother recounts loss of daughters to sickle cell disease.,TRUE,Daily Monitor,English,2026-02-10,
UG_TRUE_263,"Uganda’s Economy Shows Resilience Amid Global Challenges, Says Finance Minister.",TRUE,Daily Monitor,English,2026-02-10,
UG_TRUE_264,Uganda launches must-do sickle cell screening at birth.,TRUE,Daily Monitor,English,2026-02-10,
UG_TRUE_266,Uneb chairman wants change in PLE grading.,TRUE,Daily Monitor,English,2026-02-10,
UG_TRUE_268,Police sets tough safety rules as schools reopen.,TRUE,Daily Monitor,English,2026-02-10,
UG_TRUE_270,99.6% of Candidates Pass 2025 UCE Exams.,TRUE,Nile Post,English,2026-02-13,
UG_TRUE_271,Stanbic Appoints Joshua Oigara CEO as Mweheire Retires.,TRUE,Nile Post,English,2026-02-13,
UG_TRUE_272,UCE Results: Record Pass Rates Highlight CBC Gains Amid Gender and Science Gaps.,TRUE,Nile Post,English,2026-02-13,
UG_TRUE_273,Minister Namuganza Declares Bid to Challenge Among for Speaker.,TRUE,Nile Post,English,2026-02-13,
UG_TRUE_274,Bobi welcomes European Parliament resolution condemning Uganda’s post-election situation.,TRUE,Nile Post,English,2026-02-13,
UG_TRUE_275,Uganda Targets Sustainable Tourism Growth by 2026 as Wildlife Numbers Surge.,TRUE,Nile Post,English,2026-02-13,
UG_TRUE_276,NWSC Expands Katosi Water Network to Connect Millions Across North Kampala.,TRUE,Nile Post,English,2026-02-13,
UG_TRUE_277,14 Couples Tie the Knot in  NIRA’s Special Valentine’s Day Treat.,TRUE,Nile Post,English,2026-02-13,
UG_TRUE_278,Mungu Feni Foundation Launches “Weaving Hope” Project to Empower Youth and Women in West Nile.,TRUE,Nile Post,English,2026-02-13,
UG_TRUE_279,"Foreign Affairs, Navio Chart Cultural Diplomacy, Heritage Promotion.",TRUE,Nile Post,English,2026-02-13,
UG_TRUE_280,Court Martial Resumes Sittings After UPDF Act Overhaul.,TRUE,Nile Post,English,2026-02-12,
UG_TRUE_281,UCE 2025 :Boys Outshine Girls in Sciences.,TRUE,Daily Monitor,English,2026-02-12,
UG_TRUE_282,UCU Community Pays Emotional Tribute to Pamela Tumwebaze at Solemn Ceremony.,TRUE,Daily Monitor,English,2026-02-12,
UG_TRUE_283,"Muyanga Lutaaya Declares Support for Museveni, Backs Museveni-Opposition Meeting.",TRUE,Daily Monitor,English,2026-02-12,
UG_TRUE_284,European Parliament Condemns Post-Election Violence and Rights Abuses in Uganda.,TRUE,Daily Monitor,English,2026-02-12,
UG_TRUE_285,Lango Diocese to Host Landmark Janani Luwum Public Lecture Ahead of 49th Memorial.,TRUE,Daily Monitor,English,2026-02-13,
UG_TRUE_286,"Museveni Meets MTN Uganda Executives, Emphasises Telecoms’ Role in National Transformation.",TRUE,Daily Monitor,English,2026-02-13,
UG_TRUE_287,Research Shows Only 1 in 8 Students Get Adequate Sleep.,TRUE,Daily Monitor,English,2026-02-13,
UG_TRUE_288,Uganda Courts European Logistics Giant to Expand Export Routes.,TRUE,Nile Post,English,2026-02-13,
UG_TRUE_289,Next Media Mourns Julius Kitone.,TRUE,Nile Post,English,2026-02-14,
UG_TRUE_290,Kakwenza Backs ULS Executive Order Targeting Chief Justice Zeija.,TRUE,Nile Post,English,2026-02-14,
UG_TRUE_291,Museveni Urges Ugandans to Embrace Technology for National Development.,TRUE,Nile Post,English,2026-02-14,
UG_TRUE_293,Uganda Strengthens Health System To Sustain Care For 1.9 Million Refugees Amid Funding Pressures.,TRUE,Nile Post,English,2026-02-14,
UG_TRUE_294,European Governments Face Backlash Over Calls for UN Expert Francesca Albanese to Resign.,TRUE,Nile Post,English,2026-02-14,
UG_TRUE_295,Fire Razes Wholesale Building at Kikollege Business Center in Kable Municipality.,TRUE,Nile Post,English,2026-02-14,
UG_TRUE_296,Fort Portal SS Celebrates Outstanding 2025 UCE Results.,TRUE,Nile Post,English,2026-02-14,
UG_TRUE_297,Government Shuts Down Rogue Weighbridges Linked to Sugarcane Theft in Masindi.,TRUE,Nile Post,English,2026-02-14,
UG_TRUE_298,Olive Lumonya Appointed New Nile Breweries Board Chairperson.,TRUE,Nile Post,English,2026-02-14,
UG_TRUE_299,Law Society Launches Mental Wellness Campaign for Lawyers.,TRUE,Nile Post,English,2026-02-14,
UG_TRUE_300,Police: Suspect in UCU Dean’s Murder Is Former House-Help.,TRUE,Nile Post,English,2026-02-14,
UG_TRUE_301,Olutindo-Imaam Kasozi-Abantu banyiiga byebalonda si byebalangirira. Abantu abamu tebalina kulonda.,TRUE,Radio Simba,Luganda,2026-02-18,
UG_TRUE_302,"Katikkiro Charles Peter Mayiga Leero, Abakristo nAbasiraamu batandise Ekisiibo.",TRUE,Radio Simba,Luganda,2026-02-18,
UG_TRUE_303,Katikkiro Charles Peter Mayiga yatongozza emisinde gyAmazaalibwa ga kabaka 2026.,TRUE,Radio Simba,Luganda,2026-02-18,
UG_TRUE_304,Omukulembeze wa National Unity Platform Kyagulanyi Ssentamu Robert aka Bobi Wine aweerezza Baganda vaffe Abayisiraamu obubaka obw’omwezi omutukuvu ogwa Ramdhan.,TRUE,Radio Simba,Luganda,2026-02-18,
UG_TRUE_305,Awali Omukka-Kasirye-Olina eddembe okwesimbawo wabula nga liggwawo oluvannyuma lwokuwandiisibwa,TRUE,Radio Simba,Luganda,2026-02-17,
UG_TRUE_306,"Abavubuka abasoba mu 200 abakwatiddwa mu bikwekweto ebyakoleddwa abebyokwerinda mu Wakiso, Nateete, Nakasero, Kira, Namugongo ne Kiwologoma basimbiddwa mu maaso g’Omilamuzu nebasindikibwa alimanda.",TRUE,Radio Simba,Luganda,2026-02-17,
UG_TRUE_307,"Emisinde gy’amazaalibwa ga Kabaka age 71 gitongozeddwa – gyakubaawo nga 12 April,2026.",TRUE,CBS FM,Luganda,2026-02-17,
UG_TRUE_308,Yusuf Nsibambi omubaka wa Mawokota South asuddewo FDC neyesogga NRM – agenda kusakira bantu ba kitundu kye.,TRUE,CBS FM,Luganda,2026-02-17
UG_TRUE_309,Abatuuze bawambye omusibe ku police nebamutta – abadde ateeberezebwa okutta abafumbo e Kyankwanzi,TRUE,CBS FM,traditional_media,Luganda,2026-02-19
UG_TRUE_310,Yusuf Nsibambi omubaka wa Mawokota South asuddewo FDC neyesogga NRM – agenda kusakira bantu ba kitundu kye,TRUE,CBS FM,traditional_media,Luganda,2026-02-19
UG_TRUE_311,Omwana afiiridde mu muliro ogukutte ennyumba e Namugongo – gusanyizaawo n’ebyamaguzi,TRUE,CBS FM,traditional_media,Luganda,2026-02-19
UG_TRUE_312,Abantu 4 bafiiridde mu kabenje akagudde e Kyazanga – lukululana ebasaabadde,TRUE,CBS FM,traditional_media,Luganda,2026-02-19
UG_TRUE_313,Abayizi ebitundu 99.7% baayise ebigezo bya S.4 ebya UNEB 2025,TRUE,CBS FM,traditional_media,Luganda,2026-02-19
UG_TRUE_314,Okusunsula abayizi abagenda okusoma S.1 kutandise – minister Muyingo alabudde amasomero agatunda ebifo,TRUE,CBS FM,traditional_media,Luganda,2026-02-19
UG_TRUE_315,Brig.Gen. Jackson Pande Kajuba alondeddwa okuduumira enkambi ye Kasijjagirwa – azze mu bigere bya Brig.Gen.Deus Sande eyafudde ekibwatukira,TRUE,CBS FM,traditional_media,Luganda,2026-02-19
UG_TRUE_316,Police ekutte agambibwa okubeera mu kkobaane ly’okutta manager n’omukuumi wa Devo Suits e Lungujja,TRUE,CBS FM,traditional_media,Luganda,2026-02-19
UG_TRUE_317,UNEB efunye Boodi empya – essira yakulissa kukwongera okuziba emiwaatwa egy’okubba ebigezo,TRUE,CBS FM,traditional_media,Luganda,2026-02-19
UG_TRUE_318,Abantu 6 bafiiridde mu kabenje akagudde ku luguudo okuva e Mityana okudda e Mubende,TRUE,CBS FM,traditional_media,Luganda,2026-02-19
UG_TRUE_319,Abakulembeze ba NUP 4 basimbiddwa mu kooti – bagguddwako gwakukuma muliro mu bantu,TRUE,CBS FM,traditional_media,Luganda,2026-02-19
UG_TRUE_320,Kasibante Robert yefukuludde ku by’okuwakanya ebyava mu kaluku ka 2026 ak’okulonda president wa Uganda – asabye kooti ensukkulumu omusango aguggyeyo,TRUE,CBS FM,traditional_media,Luganda,2026-02-19
UG_TRUE_321,Abantu 3 bafiiridde mu kabenje akagudde e Nakaseke – Takisi ebaddemu abasaabaze etomereganye n’emmotoka ebadde etisse emiti,TRUE,CBS FM,traditional_media,Luganda,2026-02-19
UG_TRUE_322,Ebibuuzo by’abayizi ba Bamure Primary School abaakola PLE mu 2025 ebyali byabula bizuuliddwa,TRUE,CBS FM,traditional_media,Luganda,2026-02-19
UG_TRUE_323,UNEB eyagala enkola ey’okugaba obubonero mu bibuuzo bya PLE eggyibwewo,TRUE,CBS FM,traditional_media,Luganda,2026-02-19
UG_TRUE_324,Ebyava mu bibuuzo bya PLE 2025 bifulumye – Minister w’ebyenjigiriza alabudde abasomesa abatayagala kukyuka na nkyukakyuka y’ebisomesebwa nti bawummule obusomesa,TRUE,CBS FM,traditional_media,Luganda,2026-02-19
UG_TRUE_325,"Ebya PLE bifuluma leero 30 January,2026 – abazadde abataamalayo bisale by’amasomero sibakubirabako",TRUE,CBS FM,traditional_media,Luganda,2026-02-19
UG_TRUE_326,Kooti ensukkulumu etandise okuwulira omusango oguwakanya obuwanguzi bwa Yoweri Kaguta Museveni mu kalulu ka 2026 – Robert Kasibante yeyatwalayo omusango,TRUE,CBS FM,traditional_media,Luganda,2026-02-19
UG_TRUE_327,Police ekutte abantu 5 abateeberezebwa okubbisa emmundu – kigambibwa beebatta eyali ekulira police e Ntaawo Mukono,TRUE,CBS FM,traditional_media,Luganda,2026-02-19
UG_TRUE_328,Abaana 2 bafiiridde mu muliro e Kabowa,TRUE,CBS FM,traditional_media,Luganda,2026-02-19
UG_TRUE_329,Ddereeva abadde avuga emisinde mu kibuga wakati – atomedde 3 nabattirawo e Mbale,TRUE,CBS FM,traditional_media,Luganda,2026-02-19
UG_TRUE_330,Muwanga Kivumbi omubaka w’e Butambala agguddwako omusango gwa butujju,TRUE,CBS FM,traditional_media,Luganda,2026-02-19
UG_TRUE_331,Abantu 2 bafiiridde mu muliro ogukutte ennyumba e Kikaaya Kawempe,TRUE,CBS FM,traditional_media,Luganda,2026-02-19
UG_TRUE_332,Parliament esunsudde Ssaabalamuzi omuggya Flavian Zeija,TRUE,CBS FM,traditional_media,Luganda,2026-02-19
UG_TRUE_333,Omubaka wa Butambala Muwanga Kivumbi akwatiddwa – byekuusa ku busambattuko obwafiiramu abantu mu kulonda kw’e Butambala,TRUE,CBS FM,traditional_media,Luganda,2026-02-19
UG_TRUE_334,Kooti eyisizza ekirago ky’okuddamu okubala obululu bw’ekifo ky’omubaka wa Kalungu West – Joseph Ssewungu Gonzaga yeyabadde alaangiriddwa ku buwanguzi,TRUE,CBS FM,traditional_media,Luganda,2026-02-19
UG_TRUE_335,Statehouse Anti Corruption Unit ekutte abakozi ba government abagambibwa okubulankanya ensimbi ezaali ez’okukola oluguudo e Kamuli,TRUE,CBS FM,traditional_media,Luganda,2026-02-19
UG_TRUE_336,"Geraldine Namirembe Bitamazire eyaliko minister w’ebyenjigiriza aziikibwa nga 21 January,2026",TRUE,CBS FM,traditional_media,Luganda,2026-02-19
UG_TRUE_337,"Kooti ensukkulumu egobye omusango gw’okuyimiriza okulonda kwa bonna okugenda okubaawo nga 15 January,2026",TRUE,CBS FM,traditional_media,Luganda,2026-02-19
UG_TRUE_338,Abantu 2 bafiiriddewo mbulaga abalala baddusiddwa mu malwaliro – emmotoka zitomereganye bwenyi ku bwenyi e Bukomansimbi,TRUE,CBS FM,traditional_media,Luganda,2026-02-19
UG_TRUE_339,Police ekoze ekikwekweto ku babbira ku Nothern-bypass – omu akubiddwa amasasi,TRUE,CBS FM,traditional_media,Luganda,2026-02-19
UG_TRUE_340,Police etandise okunoonyereza ku nfa ya Dr. Patrick Mugizi abadde omusomesa wa MUBS ne Victoria University,TRUE,CBS FM,traditional_media,Luganda,2026-02-19
UG_TRUE_341,President Museveni ayimirizza eby’okusengula abantu ku ttaka lye Kasokoso – alagidde National Housing enoonye ettaka ewalala,TRUE,CBS FM,traditional_media,Luganda,2026-02-19
UG_TRUE_342,Abasuze mu kalippagano k’ebidduka akakutte e Mpigi batenda – abamu babalagidde bakozese ekidyeri,TRUE,CBS FM,traditional_media,Luganda,2026-02-19
UG_TRUE_343,Police eyigga omuzadde agambibwa nti yakkirizza omwana ow’emyaka 6 okuvuga emmotoka – erabudde abavuga ebidduka nga tebalina bisaanyizo batwalibwa mu kkooti butereevu,TRUE,CBS FM,traditional_media,Luganda,2026-02-19
UG_TRUE_344,Obutabanguko mu maka – Omusajja ateeberezebwa okutta mukyalawe lwabutafumba mmere ya Ssekukkulu,TRUE,CBS FM,traditional_media,Luganda,2026-02-19
UG_TRUE_345,President Museveni ayimirizza ekibinja ky’amagye ekibadde kirwanyisa envuba embi ku nnyanja – alagidde watondebwewo obukiiko obuggya obutuulako abavubi ku myalo egyenjawulo,TRUE,CBS FM,traditional_media,Luganda,2026-02-19
UG_TRUE_346,Omumyuka wa president Maj.Jesca Alupo takyalina amuvuganya ku kifo ky’omubaka wa parliament omukyala owa district ye Katakwi,TRUE,CBS FM,traditional_media,Luganda,2026-02-19
UG_TRUE_347,Omulangira Nakibinge asoomozezza abasirikale bakendeeze obukambwe baleke bannauganda balonde abakulembeze mu mirembe – abadde akyazizza Kyagulanyi Ssentamu,TRUE,CBS FM,traditional_media,Luganda,2026-02-19
UG_TRUE_348,Kooti enywezezza ekya Mathias Walukagga okugobwa mu lwokaano lw’okuvuganya ng’omubaka wa parliament owa Busiro East mu kalulu akajja 2026 –  ebiwandiiko by’obuyigirize ebyessalira tebinawera,TRUE,CBS FM,traditional_media,Luganda,2026-02-19
UG_TRUE_349,Abantu 2 bafiiridde mu kabenje akagudde e Nabusanke ku lw’e Masaka – abalala bamenyese,TRUE,CBS FM,traditional_media,Luganda,2026-02-19
UG_TRUE_350,Eklezia ezzeemu okuziika eyali Ssaabasumba Joseph Kiwanuka Nakabaale mu lutikko e Lubaga,TRUE,CBS FM,traditional_media,Luganda,2026-02-19
UG_TRUE_351,"Kooti etaddewo olwanga 22 December,2025 okuwa ensala ku by’okugoba Mathias Walukagga mu lwokaano lw’okuvuganya ng’omubaka wa Busiro East",TRUE,CBS FM,traditional_media,Luganda,2026-02-19
UG_TRUE_352,Ssentebe wa district ye Kitagwenda asindiikiddwa ku alimanda okutuusa omwaka ogujja 2026 – avunaanibwa gwakusaba bantu ensimbi ng’abasuubizza emirimu naatagibawa,TRUE,CBS FM,traditional_media,Luganda,2026-02-19
UG_TRUE_353,Abantu 10 bafiiridde mu kabenje akagudde e Busowa ku luguudo lwa Bugiri – Tororo,TRUE,CBS FM,traditional_media,Luganda,2026-02-19
UG_TRUE_354,Asse munne neyetwala ku police e Luweero – amulaanze kubba biscuit we,TRUE,CBS FM,traditional_media,Luganda,2026-02-19
UG_TRUE_355,Omujaasi wa UPDF afiiridde mu kabenje akagudde e Bombo – abajaasi abalala abakuuma minister Huda Olele n’abantu ba bulijjo bali mu ddwaliro,TRUE,CBS FM,traditional_media,Luganda,2026-02-19
UG_TRUE_356,"Akakiiko k’ebyokulonda kataangaazizza ku by’emisango gy’ebyokulonda egitanasalibwa – okulonda kubuzaayo omwezi gumu kutuuke nga 15 January,2026",TRUE,CBS FM,traditional_media,Luganda,2026-02-19
UG_TRUE_357,Uganda Human Rights Commission eragidde police esattulule obubinja bwonna obukuuma bannabyabufuzi – bwabulabe eri ebyokwerinda by’eggwanga,TRUE,CBS FM,traditional_media,Luganda,2026-02-19
UG_TRUE_358,Abantu 2 bafiiridde mu kabenje e Kamuli – pikipiki eyingiiridde tulakita y’ebikajjo,TRUE,CBS FM,traditional_media,Luganda,2026-02-19
UG_TRUE_359,Police enunudde abavubuka 47 e Nsangi – kigambibwa babadde basuubiziddwa emirimu gy’okukolera ku mutimbagano,TRUE,CBS FM,traditional_media,Luganda,2026-02-19
UG_TRUE_360,Kkooti enkulu mu Kampala eramudde nti minister wébyettaka talina buyinza busazaamu byapya byéttaka,TRUE,CBS FM,traditional_media,Luganda,2026-02-19
UG_TRUE_361,Akakiiko k’ebyokulonda ketaaga ennyongereza ya Shs obuwumbi 502 okuggusa okulonda kwa 2026,TRUE,CBS FM,traditional_media,Luganda,2026-02-19
UG_TRUE_362,"Akakiiko k’ebyokulonda katuusizza obuuma obulala emitwalo 49,000 obugenda okukozesebwa mu kulonda kwa 2026 – Ssentebe waako Simon Byabakama asuubizza bannauganda akalulu ak’amazima n’obwenkanya",TRUE,CBS FM,traditional_media,Luganda,2026-02-19
UG_TRUE_363,Abantu 2 bafiiridde mu kabenje akagudde e Busaabala – omu ali mu mbeera mbi,TRUE,CBS FM,traditional_media,Luganda,2026-02-19
UG_TRUE_364,Akakiiko k’ebyokulonda kagobye abantu abalala 2 mu lwokaano lw’okuvuganya ku bifo by’ababaka ba parliament mu kalulu ka 2026,TRUE,CBS FM,traditional_media,Luganda,2026-02-19
UG_TRUE_365,Police e Kalungu eggalidde agambibwa okuggya ku bantu sente mu lukujjukujju abayambeko okuzza obuggya endagamuntu zabwe,TRUE,CBS FM,traditional_media,Luganda,2026-02-19
UG_TRUE_366,Bannauganda abawera obukadde 21 bebasuubirwa okukuba akalulu mu kulonda kwa 2026 – kutandika 15 January,TRUE,CBS FM,traditional_media,Luganda,2026-02-19
UG_TRUE_367,Abantu abalala 30 basimbiddwa mu kooti ku misango gy’okubbiririra ebigezo bya PLE ebya 2025,TRUE,CBS FM,traditional_media,Luganda,2026-02-19
UG_TRUE_368,OC w’e Ntaawo Mukono akubiddwa amasasi – police etandise okunoonyereza ku bazigu abamusse,TRUE,CBS FM,traditional_media,Luganda,2026-02-19
UG_TRUE_369,Police eyisizza ekiragiro ku bannabyabufuzi abakuba enkuηaana mu makubo saako okukozesa ambulance okubaggulira amakubo – boolekedde okukwatibwa,TRUE,CBS FM,traditional_media,Luganda,2026-02-19
UG_TRUE_370,Omupolice asaangiddwa afiiridde mu maka ge,TRUE,CBS FM,traditional_media,Luganda,2026-02-19
UG_TRUE_371,Emmotoka ebadde edduka akapaalo esaabadde abantu e Namayumba – omu afiiriddewo,TRUE,CBS FM,traditional_media,Luganda,2026-02-19
UG_TRUE_372,Abakulembeze batabuse olw’ababba seminti ku bizimbe bya government e Kalungu – ekizimbe ekibadde kigenda okutongozebwa kisangiddwamu ennyaafa nga kikyali kipya,TRUE,CBS FM,traditional_media,Luganda,2026-02-19
UG_TRUE_373,Bryan White agguddwako emisango gy’okutta n’okusaddaaka omuntu,TRUE,CBS FM,traditional_media,Luganda,2026-02-19
UG_TRUE_374,"Abakozi abasoba mu mitwalo 50,000 bebagenda okuwandiisibwa okukozesa obuuma obulondesa mu kalulu ka 2026 – bu Biometric Voter verification machines",TRUE,CBS FM,traditional_media,Luganda,2026-02-19
UG_TRUE_375,Akakiiko ka National Council for Higher Education katangaazizza ku biwandiiko by’abesimbawo ku bifo by’obubaka bwa parliament nga tebalina satifikeeti ya S.6,TRUE,CBS FM,traditional_media,Luganda,2026-02-19
UG_TRUE_376,Lukululana ewabye neyingirira ennyumba e Lwamata – mufiiriddemu omwana n’okulumya abalala,TRUE,CBS FM,traditional_media,Luganda,2026-02-19
UG_TRUE_377,Abantu 2 bateeberezebwa okuba nga bafiiridde mu kabenje akagudde e Makindye ku bitaala,TRUE,CBS FM,traditional_media,Luganda,2026-02-19
UG_TRUE_378,Police ekutte abapakasi 3 abagambibwa okutta mukama wabwe nebamuziika mu district ye Buikwe,TRUE,CBS FM,traditional_media,Luganda,2026-02-19
UG_TRUE_379,Omuliro gusaanyizaawo ebintu by’abayizi ba University e Wandegeya,TRUE,CBS FM,traditional_media,Luganda,2026-02-19
UG_TRUE_380,Omwana ow’emyezi 4 afiiridde mu muliro ogukutte ennyumba e Namayingo,TRUE,CBS FM,traditional_media,Luganda,2026-02-19
